Record_ID,Equipment_ID,Equipment_Type,Site,Month,Day_of_Week,Weather,Rental_Days,Engine_Hours,Idle_Hours,Current_Rentals,Available_Equipment,Previous_Demand,Predicted_Demand
12393,EQX1393,Crane,Chennai Metro,December,Saturday,Foggy,7,91,0,11,19,8,8
12394,EQX1394,Backhoe Loader,Bhopal Quarry,June,Wednesday,Cloudy,18,235,45,50,20,47,57
12395,EQX1395,Excavator,Chennai Metro,April,Thursday,Cloudy,28,210,0,61,28,75,84
12396,EQX1396,Wheel Loader,Lucknow Expressway,October,Saturday,Cloudy,20,217,19,36,13,42,44
12397,EQX1397,Excavator,Mysuru Township,July,Sunday,Cloudy,10,109,0,72,45,66,82
12398,EQX1398,Excavator,Bhopal Quarry,June,Sunday,Sunny,15,119,24,90,42,85,104
12399,EQX1399,Bulldozer,Vizag Port,March,Thursday,Sunny,3,36,12,40,40,27,33
12400,EQX1400,Dump Truck,Indore Logistics,June,Monday,Sunny,9,121,12,24,10,10,24
12401,EQX1401,Backhoe Loader,Ahmedabad SEZ,May,Wednesday,Sunny,18,211,16,52,55,51,64
12402,EQX1402,Roller,Coimbatore Plant,July,Thursday,Stormy,27,272,14,51,19,52,64
12403,EQX1403,Grader,Patna Bridge,December,Thursday,Cloudy,30,219,24,66,16,74,79
12404,EQX1404,Crane,Indore Logistics,December,Saturday,Foggy,20,257,14,112,33,127,136
12405,EQX1405,Crane,Goa Port,January,Wednesday,Cloudy,5,68,43,28,9,26,27
12406,EQX1406,Dump Truck,Kochi Harbor,January,Thursday,Sunny,7,44,63,100,16,90,102
12407,EQX1407,Grader,Hyderabad Ring Road,March,Monday,Sunny,23,217,20,102,43,109,121
12408,EQX1408,Wheel Loader,Bhopal Quarry,May,Sunday,Sunny,13,178,43,89,29,101,119
12409,EQX1409,Backhoe Loader,Chennai Metro,February,Thursday,Cloudy,16,193,38,32,39,43,43
12410,EQX1410,Roller,Bhopal Quarry,May,Thursday,Sunny,17,140,55,80,56,72,87
12411,EQX1411,Roller,Mumbai Port,August,Tuesday,Rainy,21,169,26,10,59,23,29
12412,EQX1412,Roller,Kochi Harbor,May,Saturday,Sunny,15,185,13,73,40,70,86
12413,EQX1413,Roller,Surat Industrial,November,Sunday,Foggy,3,43,18,105,3,103,112
12414,EQX1414,Backhoe Loader,Coimbatore Plant,March,Saturday,Sunny,26,173,0,75,9,80,92
12415,EQX1415,Bulldozer,Kochi Harbor,July,Thursday,Stormy,1,23,38,110,45,111,127
12416,EQX1416,Excavator,Patna Bridge,December,Sunday,Sunny,22,158,0,29,21,32,38
12417,EQX1417,Dump Truck,Indore Logistics,December,Wednesday,Sunny,29,290,36,104,47,96,107
12418,EQX1418,Dump Truck,Chennai Metro,January,Monday,Cloudy,30,265,0,83,36,80,86
12419,EQX1419,Grader,Nagpur Mine,January,Saturday,Sunny,25,257,12,28,17,36,42
12420,EQX1420,Wheel Loader,Ahmedabad SEZ,January,Monday,Foggy,17,191,0,86,47,74,80
12421,EQX1421,Grader,Bengaluru Airport,April,Saturday,Sunny,26,203,43,120,2,121,141
12422,EQX1422,Roller,Patna Bridge,October,Saturday,Sunny,7,72,8,34,50,25,30
12423,EQX1423,Roller,Vizag Port,May,Friday,Sunny,6,52,14,48,33,63,77
12424,EQX1424,Bulldozer,Coimbatore Plant,January,Monday,Sunny,14,121,16,108,56,122,134
12425,EQX1425,Grader,Lucknow Expressway,July,Thursday,Stormy,21,159,0,44,35,50,61
12426,EQX1426,Backhoe Loader,Ahmedabad SEZ,September,Friday,Rainy,4,45,52,118,20,121,135
12427,EQX1427,Bulldozer,Bengaluru Airport,August,Tuesday,Cloudy,14,132,26,105,24,98,116
12428,EQX1428,Excavator,Bhopal Quarry,February,Monday,Sunny,27,303,42,81,40,70,79
12429,EQX1429,Backhoe Loader,Hyderabad Ring Road,July,Sunday,Rainy,19,132,46,30,38,18,28
12430,EQX1430,Wheel Loader,Mumbai Port,May,Friday,Sunny,4,38,0,59,8,44,61
12431,EQX1431,Backhoe Loader,Delhi NCR,November,Monday,Foggy,25,305,6,100,56,106,113
12432,EQX1432,Grader,Jaipur Smart City,January,Sunday,Sunny,29,304,0,49,20,43,51
12433,EQX1433,Roller,Patna Bridge,March,Monday,Cloudy,15,173,0,20,46,15,14
12434,EQX1434,Dump Truck,Jaipur Smart City,November,Wednesday,Sunny,23,172,27,24,34,14,18
12435,EQX1435,Bulldozer,Chennai Metro,June,Monday,Cloudy,18,136,37,32,4,40,49
12436,EQX1436,Backhoe Loader,Kolkata Dock,November,Thursday,Foggy,4,44,64,90,59,102,106
12437,EQX1437,Roller,Surat Industrial,August,Sunday,Cloudy,17,150,0,56,56,65,77
12438,EQX1438,Grader,Hyderabad Ring Road,June,Monday,Sunny,10,99,17,99,54,111,130
12439,EQX1439,Bulldozer,Kochi Harbor,September,Monday,Rainy,17,127,2,13,6,21,26
12440,EQX1440,Dump Truck,Kochi Harbor,January,Thursday,Sunny,17,132,0,98,39,93,105
12441,EQX1441,Wheel Loader,Ahmedabad SEZ,April,Wednesday,Cloudy,9,92,24,84,52,99,109
12442,EQX1442,Excavator,Jaipur Smart City,October,Wednesday,Sunny,7,51,61,15,37,13,15
12443,EQX1443,Crane,Hyderabad Ring Road,November,Monday,Foggy,22,203,25,13,3,6,6
12444,EQX1444,Grader,Bhopal Quarry,March,Tuesday,Cloudy,10,69,26,5,55,5,1
12445,EQX1445,Bulldozer,Goa Port,February,Tuesday,Sunny,4,27,13,93,9,89,102
12446,EQX1446,Excavator,Mysuru Township,January,Thursday,Sunny,30,203,42,60,24,69,77
12447,EQX1447,Crane,Goa Port,May,Thursday,Hot,7,64,53,70,49,74,83
12448,EQX1448,Bulldozer,Indore Logistics,March,Monday,Cloudy,21,203,2,66,6,73,79
12449,EQX1449,Roller,Delhi NCR,August,Monday,Cloudy,15,152,9,101,27,110,128
12450,EQX1450,Roller,Jaipur Smart City,September,Thursday,Sunny,30,274,0,10,32,15,25
12451,EQX1451,Wheel Loader,Indore Logistics,December,Friday,Foggy,9,81,9,99,3,102,111
12452,EQX1452,Dump Truck,Surat Industrial,March,Thursday,Sunny,24,208,33,74,19,71,81
12453,EQX1453,Roller,Pune Highway,December,Tuesday,Cloudy,8,65,61,85,55,75,78
12454,EQX1454,Backhoe Loader,Mysuru Township,February,Sunday,Sunny,1,9,8,34,59,32,37
12455,EQX1455,Excavator,Indore Logistics,January,Tuesday,Foggy,17,177,54,112,25,98,106
12456,EQX1456,Dump Truck,Mysuru Township,May,Wednesday,Sunny,22,176,47,67,11,53,69
12457,EQX1457,Dump Truck,Kolkata Dock,July,Sunday,Cloudy,26,330,0,76,37,84,101
12458,EQX1458,Grader,Surat Industrial,June,Thursday,Rainy,13,102,41,41,27,53,61
12459,EQX1459,Grader,Bengaluru Airport,July,Monday,Cloudy,7,92,28,114,53,128,147
12460,EQX1460,Dump Truck,Kolkata Dock,May,Monday,Hot,7,76,25,51,34,54,63
12461,EQX1461,Backhoe Loader,Indore Logistics,April,Tuesday,Sunny,9,65,48,24,35,12,21
12462,EQX1462,Grader,Indore Logistics,July,Tuesday,Stormy,17,162,50,120,30,117,135
12463,EQX1463,Grader,Nagpur Mine,December,Sunday,Cloudy,25,198,10,67,21,77,82
12464,EQX1464,Wheel Loader,Kochi Harbor,December,Monday,Cloudy,5,63,49,29,6,44,45
12465,EQX1465,Bulldozer,Jaipur Smart City,March,Sunday,Sunny,7,95,32,28,18,41,46
12466,EQX1466,Crane,Vizag Port,June,Thursday,Sunny,13,163,25,58,39,51,67
12467,EQX1467,Wheel Loader,Bhopal Quarry,April,Monday,Cloudy,24,150,0,13,28,17,21
12468,EQX1468,Wheel Loader,Kochi Harbor,June,Friday,Sunny,3,40,41,84,36,71,89
12469,EQX1469,Backhoe Loader,Bhopal Quarry,August,Sunday,Rainy,3,42,63,52,22,48,59
12470,EQX1470,Backhoe Loader,Indore Logistics,January,Friday,Cloudy,9,87,28,73,29,72,77
12471,EQX1471,Bulldozer,Patna Bridge,September,Thursday,Cloudy,13,115,19,112,6,124,140
12472,EQX1472,Grader,Coimbatore Plant,August,Thursday,Cloudy,5,60,4,116,8,121,142
12473,EQX1473,Roller,Hyderabad Ring Road,February,Saturday,Sunny,3,47,32,18,3,24,29
12474,EQX1474,Backhoe Loader,Mysuru Township,April,Thursday,Sunny,5,45,59,57,13,46,59
12475,EQX1475,Dump Truck,Bhopal Quarry,September,Friday,Sunny,1,10,14,96,46,82,99
12476,EQX1476,Bulldozer,Mumbai Port,July,Wednesday,Cloudy,26,325,0,113,58,98,118
12477,EQX1477,Grader,Kochi Harbor,May,Monday,Sunny,7,57,0,31,34,21,34
12478,EQX1478,Crane,Surat Industrial,September,Tuesday,Sunny,6,76,7,12,52,5,14
12479,EQX1479,Grader,Lucknow Expressway,February,Friday,Cloudy,16,212,9,21,52,21,20
12480,EQX1480,Excavator,Bhopal Quarry,December,Saturday,Cloudy,2,38,10,40,52,35,36
12481,EQX1481,Grader,Delhi NCR,March,Saturday,Sunny,16,102,0,81,25,67,78
12482,EQX1482,Excavator,Pune Highway,November,Wednesday,Cloudy,28,308,0,110,24,114,123
12483,EQX1483,Crane,Mysuru Township,October,Sunday,Sunny,18,226,54,65,5,72,81
12484,EQX1484,Wheel Loader,Pune Highway,August,Tuesday,Rainy,21,254,13,6,35,17,24
12485,EQX1485,Crane,Jaipur Smart City,November,Saturday,Foggy,14,96,22,19,39,33,32
12486,EQX1486,Wheel Loader,Lucknow Expressway,April,Saturday,Hot,11,79,35,52,5,62,70
12487,EQX1487,Grader,Pune Highway,August,Sunday,Cloudy,7,82,54,13,38,24,31
12488,EQX1488,Backhoe Loader,Hyderabad Ring Road,October,Tuesday,Cloudy,7,58,21,9,29,5,3
12489,EQX1489,Roller,Delhi NCR,September,Monday,Sunny,21,216,27,90,16,99,117
12490,EQX1490,Backhoe Loader,Hyderabad Ring Road,May,Monday,Hot,12,116,36,32,33,40,47
12491,EQX1491,Grader,Bengaluru Airport,August,Tuesday,Cloudy,6,55,58,17,57,13,20
12492,EQX1492,Dump Truck,Goa Port,July,Sunday,Rainy,9,105,28,53,7,61,76
12493,EQX1493,Grader,Chennai Metro,August,Monday,Cloudy,11,91,14,110,28,125,144
12494,EQX1494,Wheel Loader,Coimbatore Plant,July,Monday,Rainy,7,44,55,59,25,45,59
12495,EQX1495,Grader,Bengaluru Airport,September,Monday,Sunny,26,300,32,25,7,14,26
12496,EQX1496,Grader,Surat Industrial,March,Thursday,Cloudy,9,73,1,27,21,16,17
12497,EQX1497,Dump Truck,Mysuru Township,December,Tuesday,Sunny,1,19,13,32,43,20,25
12498,EQX1498,Grader,Ahmedabad SEZ,December,Saturday,Foggy,4,45,47,98,41,111,117
12499,EQX1499,Roller,Surat Industrial,August,Thursday,Rainy,1,29,41,59,39,57,68
12500,EQX1000,Bulldozer,Jaipur Smart City,December,Sunday,Foggy,13,96,53,73,23,80,84
12501,EQX1001,Bulldozer,Coimbatore Plant,May,Wednesday,Sunny,20,224,39,108,25,105,125
12502,EQX1002,Dump Truck,Patna Bridge,February,Saturday,Sunny,27,295,18,73,58,72,80
12503,EQX1003,Excavator,Delhi NCR,February,Saturday,Sunny,21,188,0,56,32,57,66
12504,EQX1004,Roller,Delhi NCR,May,Thursday,Sunny,25,311,0,30,47,26,38
12505,EQX1005,Dump Truck,Bhopal Quarry,September,Tuesday,Rainy,3,28,56,81,56,81,89
12506,EQX1006,Excavator,Lucknow Expressway,August,Friday,Rainy,16,132,37,81,45,78,91
12507,EQX1007,Wheel Loader,Kolkata Dock,May,Monday,Hot,30,336,19,98,7,110,125
12508,EQX1008,Crane,Kochi Harbor,February,Monday,Sunny,3,21,39,97,24,110,122
12509,EQX1009,Roller,Hyderabad Ring Road,April,Sunday,Hot,21,179,21,20,10,11,16
12510,EQX1010,Backhoe Loader,Mysuru Township,March,Friday,Sunny,26,334,27,40,12,42,49
12511,EQX1011,Grader,Lucknow Expressway,February,Thursday,Cloudy,3,49,0,114,23,99,109
12512,EQX1012,Backhoe Loader,Chennai Metro,February,Friday,Cloudy,15,112,51,88,58,93,97
12513,EQX1013,Crane,Kochi Harbor,May,Sunday,Sunny,15,143,49,22,38,30,40
12514,EQX1014,Wheel Loader,Jaipur Smart City,December,Monday,Sunny,23,185,0,68,60,75,83
12515,EQX1015,Excavator,Nagpur Mine,April,Friday,Sunny,5,31,44,49,16,58,70
12516,EQX1016,Excavator,Hyderabad Ring Road,April,Tuesday,Cloudy,11,120,40,111,5,116,130
12517,EQX1017,Backhoe Loader,Bhopal Quarry,May,Friday,Hot,22,154,18,45,35,51,60
12518,EQX1018,Wheel Loader,Hyderabad Ring Road,December,Wednesday,Foggy,14,136,0,11,20,26,26
12519,EQX1019,Roller,Ahmedabad SEZ,February,Tuesday,Cloudy,9,104,18,92,19,100,107
12520,EQX1020,Grader,Patna Bridge,November,Sunday,Cloudy,6,91,25,74,35,86,90
12521,EQX1021,Grader,Chennai Metro,June,Saturday,Rainy,23,138,15,57,15,55,66
12522,EQX1022,Dump Truck,Lucknow Expressway,February,Tuesday,Cloudy,28,323,37,85,39,82,87
12523,EQX1023,Grader,Indore Logistics,January,Thursday,Foggy,16,107,0,40,51,27,28
12524,EQX1024,Grader,Vizag Port,July,Sunday,Cloudy,30,215,10,119,22,110,132
12525,EQX1025,Wheel Loader,Chennai Metro,February,Thursday,Cloudy,2,42,58,95,46,103,108
12526,EQX1026,Wheel Loader,Chennai Metro,February,Sunday,Sunny,9,75,12,112,35,108,122
12527,EQX1027,Dump Truck,Lucknow Expressway,April,Thursday,Hot,13,152,21,57,40,70,78
12528,EQX1028,Grader,Coimbatore Plant,June,Wednesday,Rainy,3,50,4,23,20,8,16
12529,EQX1029,Bulldozer,Jaipur Smart City,July,Wednesday,Rainy,29,207,30,101,8,105,124
12530,EQX1030,Wheel Loader,Mysuru Township,March,Monday,Sunny,1,36,33,55,28,62,70
12531,EQX1031,Grader,Goa Port,December,Wednesday,Cloudy,23,268,0,23,16,11,12
12532,EQX1032,Crane,Bhopal Quarry,February,Tuesday,Cloudy,12,144,35,65,47,50,53
12533,EQX1033,Wheel Loader,Coimbatore Plant,February,Tuesday,Cloudy,18,147,5,84,36,90,96
12534,EQX1034,Bulldozer,Mumbai Port,December,Monday,Sunny,11,149,34,22,51,31,34
12535,EQX1035,Bulldozer,Patna Bridge,February,Friday,Cloudy,16,202,0,67,51,62,66
12536,EQX1036,Excavator,Patna Bridge,September,Friday,Rainy,22,235,8,51,54,66,73
12537,EQX1037,Grader,Jaipur Smart City,December,Saturday,Foggy,21,139,40,100,10,103,111
12538,EQX1038,Bulldozer,Patna Bridge,April,Tuesday,Cloudy,9,64,20,50,31,40,47
12539,EQX1039,Crane,Vizag Port,August,Sunday,Cloudy,7,77,39,107,51,114,130
12540,EQX1040,Excavator,Coimbatore Plant,June,Monday,Cloudy,2,43,30,99,47,109,123
12541,EQX1041,Dump Truck,Lucknow Expressway,October,Monday,Cloudy,30,283,0,19,6,24,25
12542,EQX1042,Crane,Mysuru Township,March,Wednesday,Sunny,24,297,25,86,22,90,101
12543,EQX1043,Excavator,Ahmedabad SEZ,March,Thursday,Sunny,27,170,3,110,59,117,129
12544,EQX1044,Excavator,Coimbatore Plant,October,Friday,Sunny,12,126,35,23,56,18,21
12545,EQX1045,Roller,Hyderabad Ring Road,April,Monday,Cloudy,16,147,34,68,21,82,91
12546,EQX1046,Backhoe Loader,Pune Highway,September,Saturday,Cloudy,11,115,0,110,47,106,120
12547,EQX1047,Grader,Ahmedabad SEZ,July,Friday,Rainy,10,99,0,10,16,20,31
12548,EQX1048,Bulldozer,Patna Bridge,January,Wednesday,Foggy,26,321,7,53,30,57,60
12549,EQX1049,Roller,Bhopal Quarry,February,Saturday,Cloudy,30,344,39,115,60,102,109
12550,EQX1050,Backhoe Loader,Mysuru Township,July,Wednesday,Cloudy,21,130,10,36,2,50,65
12551,EQX1051,Grader,Mysuru Township,February,Tuesday,Cloudy,25,220,44,31,48,20,19
12552,EQX1052,Excavator,Indore Logistics,August,Saturday,Cloudy,24,216,41,89,10,76,93
12553,EQX1053,Grader,Bengaluru Airport,June,Saturday,Cloudy,27,201,18,76,3,82,96
12554,EQX1054,Bulldozer,Kochi Harbor,August,Tuesday,Cloudy,14,114,42,72,23,84,98
12555,EQX1055,Excavator,Mysuru Township,July,Thursday,Stormy,5,68,64,19,40,17,23
12556,EQX1056,Backhoe Loader,Patna Bridge,December,Tuesday,Sunny,30,217,42,103,6,114,127
12557,EQX1057,Grader,Ahmedabad SEZ,April,Wednesday,Hot,7,85,53,50,44,65,71
12558,EQX1058,Dump Truck,Ahmedabad SEZ,October,Monday,Sunny,26,198,0,98,27,106,119
12559,EQX1059,Dump Truck,Mysuru Township,April,Tuesday,Sunny,3,36,62,90,49,81,95
12560,EQX1060,Grader,Mumbai Port,May,Tuesday,Sunny,14,185,52,105,15,92,112
12561,EQX1061,Grader,Mysuru Township,November,Wednesday,Foggy,27,340,4,92,11,77,85
12562,EQX1062,Backhoe Loader,Delhi NCR,January,Thursday,Cloudy,28,233,34,41,18,43,45
12563,EQX1063,Roller,Patna Bridge,September,Thursday,Cloudy,30,228,0,54,46,67,76
12564,EQX1064,Bulldozer,Nagpur Mine,December,Sunday,Sunny,28,297,0,105,48,99,112
12565,EQX1065,Backhoe Loader,Delhi NCR,May,Friday,Sunny,9,104,9,108,49,99,119
12566,EQX1066,Wheel Loader,Bengaluru Airport,July,Saturday,Stormy,26,162,27,78,3,71,86
12567,EQX1067,Grader,Lucknow Expressway,July,Thursday,Rainy,2,31,19,47,7,57,71
12568,EQX1068,Backhoe Loader,Mumbai Port,May,Wednesday,Hot,3,37,68,117,12,126,142
12569,EQX1069,Dump Truck,Surat Industrial,November,Thursday,Sunny,11,106,11,8,3,5,10
12570,EQX1070,Backhoe Loader,Bengaluru Airport,June,Friday,Rainy,22,240,0,103,19,103,119
12571,EQX1071,Excavator,Kolkata Dock,September,Saturday,Cloudy,17,224,10,107,38,96,110
12572,EQX1072,Excavator,Coimbatore Plant,October,Wednesday,Sunny,24,278,0,61,12,55,65
12573,EQX1073,Grader,Vizag Port,March,Friday,Sunny,22,249,25,111,55,116,128
12574,EQX1074,Grader,Ahmedabad SEZ,August,Monday,Rainy,2,23,25,29,5,37,47
12575,EQX1075,Crane,Ahmedabad SEZ,June,Sunday,Sunny,8,89,15,29,35,38,51
12576,EQX1076,Crane,Mysuru Township,November,Sunday,Sunny,19,151,0,14,2,21,27
12577,EQX1077,Crane,Indore Logistics,October,Sunday,Cloudy,18,181,37,23,59,18,16
12578,EQX1078,Grader,Goa Port,October,Tuesday,Sunny,15,179,11,38,12,49,56
12579,EQX1079,Excavator,Bhopal Quarry,April,Thursday,Hot,25,157,0,78,24,65,76
12580,EQX1080,Excavator,Surat Industrial,December,Thursday,Foggy,15,179,29,78,25,78,83
12581,EQX1081,Excavator,Coimbatore Plant,May,Saturday,Sunny,4,52,50,29,10,42,54
12582,EQX1082,Wheel Loader,Patna Bridge,August,Thursday,Rainy,3,44,48,119,29,108,126
12583,EQX1083,Excavator,Ahmedabad SEZ,August,Monday,Rainy,25,178,0,86,29,87,103
12584,EQX1084,Crane,Nagpur Mine,December,Wednesday,Foggy,22,197,13,99,19,105,113
12585,EQX1085,Grader,Delhi NCR,November,Thursday,Foggy,15,200,39,119,21,133,142
12586,EQX1086,Wheel Loader,Pune Highway,February,Wednesday,Cloudy,5,65,8,55,54,68,70
12587,EQX1087,Roller,Jaipur Smart City,June,Tuesday,Rainy,26,294,7,115,4,118,136
12588,EQX1088,Wheel Loader,Mumbai Port,January,Friday,Sunny,29,225,33,6,34,14,16
12589,EQX1089,Wheel Loader,Bengaluru Airport,January,Saturday,Cloudy,15,99,3,42,21,51,54
12590,EQX1090,Dump Truck,Indore Logistics,July,Thursday,Rainy,28,252,4,45,36,60,73
12591,EQX1091,Crane,Nagpur Mine,October,Friday,Sunny,21,180,0,23,27,8,13
12592,EQX1092,Wheel Loader,Goa Port,January,Monday,Foggy,30,212,0,31,18,31,33
12593,EQX1093,Backhoe Loader,Kochi Harbor,August,Thursday,Cloudy,25,184,47,19,34,21,29
12594,EQX1094,Backhoe Loader,Nagpur Mine,December,Monday,Foggy,25,233,0,60,46,59,62
12595,EQX1095,Wheel Loader,Goa Port,March,Sunday,Sunny,19,251,50,97,18,85,97
12596,EQX1096,Crane,Goa Port,August,Monday,Rainy,26,191,0,44,7,31,44
12597,EQX1097,Crane,Kochi Harbor,September,Wednesday,Sunny,18,142,52,105,32,94,112
12598,EQX1098,Excavator,Kolkata Dock,July,Friday,Cloudy,26,255,26,67,55,65,80
12599,EQX1099,Backhoe Loader,Mysuru Township,November,Thursday,Sunny,8,80,1,91,48,81,92
12600,EQX1100,Roller,Pune Highway,January,Sunday,Cloudy,24,246,9,43,5,47,50
12601,EQX1101,Wheel Loader,Hyderabad Ring Road,March,Monday,Cloudy,10,100,0,22,5,26,27
12602,EQX1102,Crane,Nagpur Mine,May,Saturday,Sunny,8,48,50,12,8,5,16
12603,EQX1103,Bulldozer,Goa Port,March,Monday,Cloudy,1,29,60,25,34,13,12
12604,EQX1104,Excavator,Chennai Metro,July,Tuesday,Rainy,8,101,53,32,5,30,42
12605,EQX1105,Backhoe Loader,Surat Industrial,May,Wednesday,Sunny,25,193,0,29,49,32,44
12606,EQX1106,Bulldozer,Coimbatore Plant,February,Tuesday,Sunny,19,184,13,5,54,5,7
12607,EQX1107,Excavator,Pune Highway,November,Saturday,Cloudy,11,121,18,32,56,19,18
12608,EQX1108,Crane,Mysuru Township,May,Sunday,Sunny,9,85,61,101,60,103,120
12609,EQX1109,Bulldozer,Pune Highway,April,Thursday,Sunny,1,22,27,11,35,26,34
12610,EQX1110,Excavator,Delhi NCR,April,Thursday,Hot,21,189,6,101,45,110,122
12611,EQX1111,Bulldozer,Vizag Port,July,Thursday,Rainy,8,82,23,60,53,71,84
12612,EQX1112,Grader,Mysuru Township,October,Monday,Sunny,30,321,40,68,19,81,90
12613,EQX1113,Excavator,Goa Port,March,Sunday,Sunny,28,244,0,52,20,47,56
12614,EQX1114,Roller,Indore Logistics,September,Saturday,Rainy,20,203,41,25,31,38,42
12615,EQX1115,Excavator,Coimbatore Plant,March,Wednesday,Cloudy,9,78,58,114,46,113,120
12616,EQX1116,Roller,Lucknow Expressway,March,Tuesday,Sunny,14,133,25,22,7,15,21
12617,EQX1117,Roller,Jaipur Smart City,August,Sunday,Cloudy,23,251,33,18,57,33,40
12618,EQX1118,Bulldozer,Lucknow Expressway,November,Saturday,Sunny,16,151,0,97,53,98,110
12619,EQX1119,Crane,Nagpur Mine,September,Sunday,Cloudy,26,183,14,51,45,66,74
12620,EQX1120,Bulldozer,Delhi NCR,September,Wednesday,Rainy,17,130,19,30,27,42,48
12621,EQX1121,Dump Truck,Chennai Metro,June,Tuesday,Rainy,16,140,1,55,41,45,55
12622,EQX1122,Roller,Vizag Port,September,Tuesday,Rainy,1,14,21,107,43,94,106
12623,EQX1123,Roller,Bhopal Quarry,January,Tuesday,Foggy,22,234,0,66,5,55,61
12624,EQX1124,Dump Truck,Patna Bridge,November,Tuesday,Sunny,11,85,16,104,46,94,106
12625,EQX1125,Excavator,Surat Industrial,May,Sunday,Hot,8,88,27,52,31,41,50
12626,EQX1126,Grader,Goa Port,July,Thursday,Rainy,14,144,37,68,41,58,72
12627,EQX1127,Grader,Mysuru Township,June,Thursday,Sunny,28,289,42,53,2,40,56
12628,EQX1128,Dump Truck,Kolkata Dock,June,Wednesday,Sunny,14,103,1,94,30,81,101
12629,EQX1129,Roller,Pune Highway,August,Tuesday,Cloudy,18,180,22,8,23,9,17
12630,EQX1130,Bulldozer,Coimbatore Plant,May,Thursday,Hot,4,60,32,119,59,107,121
12631,EQX1131,Crane,Goa Port,August,Friday,Cloudy,3,36,67,55,16,53,65
12632,EQX1132,Excavator,Surat Industrial,August,Sunday,Cloudy,21,229,4,90,29,78,95
12633,EQX1133,Dump Truck,Vizag Port,December,Sunday,Sunny,24,279,0,43,24,45,53
12634,EQX1134,Wheel Loader,Kochi Harbor,October,Monday,Sunny,30,344,0,24,53,19,23
12635,EQX1135,Backhoe Loader,Surat Industrial,June,Wednesday,Cloudy,29,187,0,64,52,62,73
12636,EQX1136,Excavator,Bhopal Quarry,April,Friday,Cloudy,19,230,47,82,21,76,86
12637,EQX1137,Dump Truck,Chennai Metro,January,Tuesday,Foggy,10,130,25,76,52,86,90
12638,EQX1138,Bulldozer,Jaipur Smart City,April,Sunday,Hot,22,235,23,77,47,80,89
12639,EQX1139,Wheel Loader,Goa Port,June,Sunday,Rainy,10,113,0,27,51,32,39
12640,EQX1140,Crane,Patna Bridge,June,Tuesday,Cloudy,28,201,0,94,21,91,107
12641,EQX1141,Grader,Kochi Harbor,September,Saturday,Rainy,23,279,0,59,10,54,64
12642,EQX1142,Wheel Loader,Pune Highway,November,Saturday,Foggy,7,57,57,114,17,104,112
12643,EQX1143,Wheel Loader,Lucknow Expressway,March,Sunday,Sunny,19,137,33,86,26,92,103
12644,EQX1144,Bulldozer,Jaipur Smart City,January,Friday,Foggy,13,128,19,32,41,42,42
12645,EQX1145,Grader,Pune Highway,January,Friday,Foggy,26,157,8,101,44,108,115
12646,EQX1146,Roller,Kochi Harbor,June,Sunday,Cloudy,6,81,34,63,36,76,87
12647,EQX1147,Dump Truck,Lucknow Expressway,August,Tuesday,Cloudy,1,12,64,14,45,5,12
12648,EQX1148,Crane,Bengaluru Airport,June,Wednesday,Sunny,18,168,11,25,14,19,33
12649,EQX1149,Dump Truck,Kolkata Dock,March,Saturday,Cloudy,21,178,34,62,54,68,70
12650,EQX1150,Excavator,Mysuru Township,August,Sunday,Rainy,3,53,50,14,32,5,12
12651,EQX1151,Backhoe Loader,Patna Bridge,July,Monday,Rainy,10,131,40,67,25,69,84
12652,EQX1152,Backhoe Loader,Chennai Metro,September,Friday,Cloudy,30,186,0,81,56,76,87
12653,EQX1153,Excavator,Jaipur Smart City,August,Sunday,Cloudy,28,331,0,14,59,16,24
12654,EQX1154,Wheel Loader,Pune Highway,March,Thursday,Cloudy,1,15,33,59,20,44,47
12655,EQX1155,Wheel Loader,Nagpur Mine,May,Monday,Sunny,30,199,0,97,10,93,114
12656,EQX1156,Bulldozer,Vizag Port,October,Thursday,Sunny,10,82,14,55,47,42,49
12657,EQX1157,Dump Truck,Goa Port,March,Saturday,Cloudy,21,204,2,116,2,125,136
12658,EQX1158,Dump Truck,Kochi Harbor,December,Tuesday,Cloudy,26,202,0,42,60,44,45
12659,EQX1159,Crane,Pune Highway,July,Saturday,Rainy,13,165,2,62,16,54,70
12660,EQX1160,Dump Truck,Mysuru Township,December,Tuesday,Sunny,4,64,26,69,31,71,80
12661,EQX1161,Wheel Loader,Goa Port,March,Monday,Cloudy,16,189,11,62,31,54,58
12662,EQX1162,Roller,Delhi NCR,January,Friday,Cloudy,13,146,48,120,38,109,117
12663,EQX1163,Roller,Jaipur Smart City,January,Tuesday,Cloudy,15,142,1,67,47,63,67
12664,EQX1164,Grader,Kolkata Dock,January,Friday,Cloudy,2,34,37,112,39,126,134
12665,EQX1165,Excavator,Bengaluru Airport,June,Sunday,Sunny,19,210,41,12,42,11,21
12666,EQX1166,Bulldozer,Kolkata Dock,October,Tuesday,Sunny,24,257,3,112,18,108,123
12667,EQX1167,Backhoe Loader,Surat Industrial,June,Monday,Cloudy,15,180,28,116,11,103,121
12668,EQX1168,Grader,Jaipur Smart City,February,Monday,Sunny,7,105,62,87,3,77,88
12669,EQX1169,Roller,Patna Bridge,August,Friday,Rainy,4,71,9,57,5,70,84
